C0919823,Cytolytic hepatitis,0.93%
C0920289,Sluggishness,0.93%
C1262141,Poor quality sleep,0.93%
C1306571,Hepatic insufficiency,0.93%
C3489393,Hiatus hernia,0.93%
C0006663,Calcinosis,0.86%
C0007194,Hypertrophic cardiomyopathy,0.86%
C0008049,Varicella,0.86%
C0010072,Coronary artery thrombosis,0.86%
C0011644,Scleroderma,0.86%
C0015927,Foetal death,0.86%
C0018674,Head injury,0.86%
C0018813,Myocardial rupture,0.86%
C0021390,Inflammatory bowel disease,0.86%
C0022638,Ketosis,0.86%
C0022672,Nephrosis lower nephron,0.86%
C0024314,Lymphoproliferative disorder,0.86%
C0026764,Plasma cell myeloma,0.86%
C0027609,Drug withdrawal syndrome neonatal,0.86%
C0028173,NPN increased,0.86%
C0032131,Plasmacytoma,0.86%
C0035328,Retinal vein occlusion,0.86%
C0036130,Salpingitis,0.86%
C0037384,Snoring,0.86%
C0039103,Synovitis,0.86%
C0040147,Thyroiditis,0.86%
C0043049,Water intoxication,0.86%
C0080194,Muscle strain,0.86%
C0151571,Corneal lesion,0.86%
C0151971,Intestinal ulcer,0.86%
C0162283,Nephrogenic diabetes insipidus,0.86%
C0178415,Prostatic specific antigen increased,0.86%
C0178421,Fibroadenoma of breast,0.86%
C0233754,Derealisation,0.86%
C0235195,Sedation,0.86%
C0236082,Vaginal pain,0.86%
C0239783,Groin pain,0.86%
C0243065,Aplasia,0.86%
C0264893,Nodal arrhythmia,0.86%
C0267797,Hepatitis acute,0.86%
C0270810,Peroneal nerve palsy,0.86%
C0271298,Chemosis,0.86%
C0339916,Viral upper respiratory tract infection,0.86%
C0399459,Oral discomfort,0.86%
C0406834,Wound secretion,0.86%
C0424823,Parotid swelling,0.86%
C0427457,Red blood cell count decreased,0.86%
C0494559,Inner ear disorder,0.86%
C0520588,Vulvovaginal pain,0.86%
C0521465,Toxic skin eruption,0.86%
C0549356,Inflicted injury,0.86%
C0549399,Low density lipoprotein increased,0.86%
C0549463,X-linked lymphoproliferative syndrome,0.86%
C0554976,Bradyphrenia,0.86%
C0586553,Thyrotropin high,0.86%
C0595939,Stillbirth,0.86%
C0699885,Bladder carcinoma,0.86%
C0852995,Injection site pruritus,0.86%
C0854382,Libido disorder,0.86%
C0856882,Potassium increased,0.86%
C0860207,Drug-induced liver injury,0.86%
C0877098,Application site dryness,0.86%
C0877303,Post procedural pain,0.86%
C0877517,Blood phosphorus decreased,0.86%
C0948441,Venoocclusive disease,0.86%
C1168034,Gastric pH decreased,0.86%
C1442903,Exostosis,0.86%
C1527411,Retinal vein thrombosis,0.86%
C1535939,Pneumocystis jirovecii pneumonia,0.86%
C2939465,Glucose-6-phosphate dehydrogenase deficiency,0.86%
C0007867,Cervix disorder,0.79%
C0009024,Clonus,0.79%
C0009144,Tongue coated,0.79%
C0010034,Corneal disorder,0.79%
C0011581,Depressive disorder,0.79%
C0013687,Effusion,0.79%
C0013985,Emotional disturbance NOS,0.79%
C0014863,Oesophageal spasm,0.79%
C0015695,Liver fatty,0.79%
C0016169,Fistula,0.79%
C0018188,Granuloma,0.79%
C0020175,Hunger,0.79%
C0020429,Hyperpathia,0.79%
C0020438,Hypercalciuria,0.79%
C0020507,Hyperplasia,0.79%
C0022890,Labyrinthine disorder,0.79%
C0024523,Malabsorption,0.79%
C0026838,Muscle spasticity,0.79%
C0027080,Myoglobinuria,0.79%
C0029261,Orgasm abnormal,0.79%
C0032533,Polymyalgia rheumatica,0.79%
C0034013,Precocious puberty,0.79%
C0034067,Emphysema,0.79%
C0035357,Retroperitoneal fibrosis,0.79%
C0036689,Pharyngitis streptococcal,0.79%
C0038435,Stress,0.79%
C0040584,Tracheitis,0.79%
C0042376,Vascular headache,0.79%
C0149744,Oral lesion,0.79%
C0151544,Gastrointestinal carcinoma,0.79%
C0151547,Cataract specified,0.79%
C0151599,Drug level increased,0.79%
C0151713,Hyperchlorhydria,0.79%
C0151714,Hypermagnesaemia,0.79%
C0151779,Melanoma skin,0.79%
C0152009,WBC abnormal NOS,0.79%
C0155320,Blindness cortical,0.79%
C0221150,Odynophagia,0.79%
C0221166,Paraparesis,0.79%
C0221232,Welts,0.79%
C0232286,Precordial pain,0.79%
C0233795,Anterograde amnesia,0.79%
C0235030,Neurologic reaction,0.79%
C0235295,Abdominal distress,0.79%
C0235889,Arthritis aggravated,0.79%
C0235955,Dermatitis hemorrhagic,0.79%
C0239937,Microscopic hematuria,0.79%
C0240515,Nipple pain,0.79%
C0241379,Increased thirst,0.79%
C0241742,Wound haemorrhage,0.79%
C0277884,Blood pressure systolic increased,0.79%
C0281774,Acute psychosis,0.79%
C0281856,Generalized aching,0.79%
C0392703,Shakiness,0.79%
C0400823,Neutropenic colitis,0.79%
C0542101,Nasal burning,0.79%
C0849918,Eyelids pruritus,0.79%
C0851536,Administration site reaction,0.79%
C0851976,Dyspeptic signs and symptoms,0.79%
C0853875,Myoglobin urine present,0.79%
C0860871,Sodium decreased,0.79%
C0860967,Calcium low,0.79%
C0863093,Cold symptoms,0.79%
C0877365,Infusion site erythema,0.79%
C1096274,Corneal thinning,0.79%
C1141861,Procedural complication,0.79%
C1167709,Epidermal necrosis,0.79%
C1262036,Ocular toxicity,0.79%
C1305875,Fibroadenosis of breast,0.79%
C1392046,Cardiovascular insufficiency,0.79%
C1504494,Tingling of extremity,0.79%
C1963818,Gastrointestinal sounds abnormal,0.79%
C2173677,Renal cyst,0.79%
C0001973,Alcoholism,0.72%
C0002886,Anaemia macrocytic,0.72%
C0003507,Aortic valve stenosis,0.72%
C0003621,Appetite disorder,0.72%
C0005745,Eyelid ptosis,0.72%
C0006152,Breast swelling,0.72%
C0011127,Decubitus ulcer,0.72%
C0011633,Dermatomyositis,0.72%
C0011860,Type 2 diabetes mellitus,0.72%
C0013928,Fat embolism,0.72%
C0015624,Fanconi syndrome,0.72%
C0016397,Localised infection,0.72%
C0016927,Gagging,0.72%
C0018784,Deafness neurosensory,0.72%
C0019065,Peritoneal haemorrhage,0.72%
C0020440,Hypercapnia,0.72%
C0020678,Hypotrichosis,0.72%
C0020757,Ichthyosis,0.72%
C0021099,Impetigo,0.72%
C0021122,Impulse-control disorder,0.72%
C0023211,Bundle branch block left,0.72%
C0024103,Breast mass,0.72%
C0029191,Orchitis,0.72%
C0030201,Postoperative pain,0.72%
C0030319,Panic disorder,0.72%
C0037052,Sick sinus syndrome,0.72%
C0040136,Thyroid neoplasm,0.72%
C0041909,Upper gastrointestinal haemorrhage,0.72%
C0042165,Anterior uveitis,0.72%
C0042721,Hepatitis viral,0.72%
C0079102,Cerebral thrombosis,0.72%
C0085077,Acute febrile neutrophilic dermatosis,0.72%
C0085393,Immunocompromised,0.72%
C0085594,Fever chills,0.72%
C0085615,Bundle branch block right,0.72%
C0085620,Paralysis flaccid,0.72%
C0085684,Footdrop,0.72%
C0151311,Cranial nerve paralysis,0.72%
C0151604,Oedema genital,0.72%
C0151683,Neutrophil count increased,0.72%
C0151814,Coronary artery occlusion,0.72%
C0151854,Abnormal platelets,0.72%
C0151911,Generalised spasm,0.72%
C0151998,Uterine spasm,0.72%
C0152115,Orofacial dyskinesia,0.72%
C0162848,Eruption lichenoid,0.72%
C0221742,Serum sickness-like reaction,0.72%
C0231837,Respiratory rate decreased,0.72%
C0232766,Asterixis,0.72%
C0233401,Psychiatric symptom,0.72%
C0234146,Areflexia,0.72%
C0234535,Clonic convulsion,0.72%
C0235082,Tremor muscle,0.72%
C0235293,Taste peculiar,0.72%
C0235318,Fullness abdominal,0.72%
C0235439,Ankle edema,0.72%
C0235857,Lacrimation decreased,0.72%
C0235939,Crying abnormal,0.72%
C0235966,Dreaming excessive,0.72%
C0236051,Tolerance development,0.72%
C0239935,Haematocrit increased,0.72%
C0240717,Perineal pain,0.72%
C0241060,Dermal cyst,0.72%
C0242698,Left ventricular dysfunction,0.72%
C0263386,Ichthyosis acquired,0.72%
C0267537,Caecitis,0.72%
C0276680,Candida albicans infection,0.72%
C0277585,Drug intolerance,0.72%
C0278008,Change of bowel habit,0.72%
C0311394,Walking disability,0.72%
C0349231,Phobia,0.72%
C0392702,Abnormal involuntary movements,0.72%
C0423773,Skin scaly,0.72%
C0424109,Tearfulness,0.72%
C0424296,Disinhibition,0.72%
C0424448,Masked facies,0.72%
C0426732,Prostatomegaly,0.72%
C0455204,Homicidal ideation,0.72%
C0474381,Chromatopsia,0.72%
C0520962,Pain localised,0.72%
C0521508,Injection site bruising,0.72%
C0541919,Dystonic reaction,0.72%
C0549385,Feeling of body temperature change,0.72%
C0549493,Alveolitis,0.72%
C0600139,Prostate carcinoma,0.72%
C0750016,Generalized urticaria,0.72%
C0847033,Allergic oedema,0.72%
C0853348,Arthropod bite,0.72%
C0853986,Lymphocyte count decreased,0.72%
C0857121,Hypertensive,0.72%
C0860210,Granulomatous liver disease,0.72%
C0860713,Carbon dioxide increased,0.72%
C0877097,Application site vesicles,0.72%
C0877232,Peripheral swelling,0.72%
C0920102,Phosphorus low,0.72%
C0948008,Ischaemic stroke,0.72%
C0948294,Eyelid margin crusting,0.72%
C1142011,Orchitis noninfective,0.72%
C1167791,Skin toxicity,0.72%
C1262064,Oculogyration,0.72%
C1579838,Sore mouth,0.72%
C1610069,Circulatory depression,0.72%
C1994994,Excessive thirst,0.72%
C2711248,Osteonecrosis of jaw,0.72%
C3160947,CNS toxicity,0.72%
